Kahlan _VERB_	208.136
Kahlan_NOUN _VERB_	196.88182
Kassidy _VERB_	88.65958
Kassidy_NOUN _VERB_	80.53333
Kahlan _PRT_	74.844826
Kahlan_NOUN _PRT_	74.82456
Kazanjian :_.	72.18367
Kahlan 's_PRT	60.784313
Kahlan_NOUN 's	60.784313
Kahlan_NOUN 's_PRT	60.784313
